,品类,日期,数量
1031,便装鞋,2015-10-20,6.0
1032,便装鞋,2015-10-21,2.0
1033,便装鞋,2015-10-22,1.0
1034,便装鞋,2015-10-23,2.0
1035,便装鞋,2015-10-24,4.0
1036,便装鞋,2015-10-25,4.0
1037,便装鞋,2015-10-26,0.0
1038,便装鞋,2015-10-27,1.0
1039,便装鞋,2015-10-28,7.0
1040,便装鞋,2015-10-29,4.0
1041,便装鞋,2015-10-30,1.0
1042,便装鞋,2015-10-31,3.0
1043,便装鞋,2015-11-01,5.0
1044,便装鞋,2015-11-02,3.0
1045,便装鞋,2015-11-03,1.0
1046,便装鞋,2015-11-04,1.0
1047,便装鞋,2015-11-06,2.0
1048,便装鞋,2015-11-07,4.0
1049,便装鞋,2015-11-09,2.0
1050,便装鞋,2015-11-10,1.0
1051,便装鞋,2015-11-11,1.0
1052,便装鞋,2015-11-12,0.0
1053,便装鞋,2015-11-14,2.0
1054,便装鞋,2015-11-15,5.0
1055,便装鞋,2015-11-16,3.0
1056,便装鞋,2015-11-17,3.0
1057,便装鞋,2015-11-18,0.0
1058,便装鞋,2015-11-19,4.0
1059,便装鞋,2015-11-20,3.0
1060,便装鞋,2015-11-21,1.0
1061,便装鞋,2015-11-22,3.0
1062,便装鞋,2015-11-23,2.0
1063,便装鞋,2015-11-24,3.0
1064,便装鞋,2015-11-26,1.0
1065,便装鞋,2015-11-27,1.0
1066,便装鞋,2015-11-28,1.0
1067,便装鞋,2015-12-01,1.0
1068,便装鞋,2015-12-04,1.0
1069,便装鞋,2015-12-06,2.0
1070,便装鞋,2015-12-07,1.0
1071,便装鞋,2015-12-13,1.0
1072,便装鞋,2015-12-20,1.0
1073,便装鞋,2015-12-21,2.0
1074,便装鞋,2015-12-30,1.0
1075,其它,2015-02-04,1.0
1076,其它,2015-03-25,6.0
1077,其它,2015-05-14,3.0
1078,其它,2015-05-18,1.0
1079,其它,2015-05-22,8.0
1080,其它,2015-05-23,1.0
1081,其它,2015-05-24,2.0
1082,其它,2015-05-25,2.0
1083,其它,2015-05-26,2.0
1084,其它,2015-05-27,3.0
1085,其它,2015-05-29,1.0
1086,其它,2015-05-31,2.0
1087,其它,2015-06-01,2.0
1088,其它,2015-06-02,3.0
1089,其它,2015-06-03,3.0
1090,其它,2015-06-04,4.0
1091,其它,2015-06-05,8.0
1092,其它,2015-06-06,5.0
1093,其它,2015-06-09,3.0
1094,其它,2015-06-11,2.0
1095,其它,2015-06-13,5.0
1096,其它,2015-06-14,1.0
1097,其它,2015-06-15,5.0
1098,其它,2015-06-16,2.0
1099,其它,2015-06-17,2.0
1100,其它,2015-06-18,2.0
1101,其它,2015-06-19,1.0
1102,其它,2015-06-20,5.0
1103,其它,2015-06-21,2.0
1104,其它,2015-06-22,1.0
1105,其它,2015-06-23,3.0
1106,其它,2015-06-24,3.0
1107,其它,2015-06-25,1.0
1108,其它,2015-06-26,5.0
1109,其它,2015-06-27,2.0
1110,其它,2015-06-28,1.0
1111,其它,2015-06-29,2.0
1112,其它,2015-06-30,3.0
1113,其它,2015-07-01,1.0
1114,其它,2015-07-02,1.0
1115,其它,2015-07-05,1.0
1116,其它,2015-07-06,4.0
1117,其它,2015-07-07,3.0
1118,其它,2015-07-08,2.0
1119,其它,2015-07-12,5.0
1120,其它,2015-07-14,6.0
1121,其它,2015-07-15,7.0
1122,其它,2015-07-17,1.0
1123,其它,2015-07-18,7.0
1124,其它,2015-07-19,3.0
1125,其它,2015-07-21,1.0
1126,其它,2015-07-22,6.0
1127,其它,2015-07-23,2.0
1128,其它,2015-07-24,5.0
1129,其它,2015-07-25,8.0
1130,其它,2015-07-26,6.0
1131,其它,2015-07-27,2.0
1132,其它,2015-07-28,1.0
1133,其它,2015-07-29,3.0
1134,其它,2015-07-30,5.0
1135,其它,2015-07-31,2.0
1136,其它,2015-08-01,3.0
1137,其它,2015-08-02,1.0
1138,其它,2015-08-03,2.0
1139,其它,2015-08-04,1.0
1140,其它,2015-08-05,5.0
1141,其它,2015-08-06,2.0
1142,其它,2015-08-07,4.0
1143,其它,2015-08-08,2.0
1144,其它,2015-08-09,8.0
1145,其它,2015-08-10,5.0
1146,其它,2015-08-11,3.0
1147,其它,2015-08-12,2.0
1148,其它,2015-08-13,5.0
1149,其它,2015-08-14,8.0
1150,其它,2015-08-15,1.0
1151,其它,2015-08-16,5.0
1152,其它,2015-08-17,4.0
1153,其它,2015-08-18,3.0
1154,其它,2015-08-19,4.0
1155,其它,2015-08-20,2.0
1156,其它,2015-08-21,3.0
1157,其它,2015-08-22,1.0
1158,其它,2015-08-23,4.0
1159,其它,2015-08-24,2.0
1160,其它,2015-08-25,4.0
1161,其它,2015-08-26,2.0
1162,其它,2015-08-27,6.0
1163,其它,2015-08-28,4.0
1164,其它,2015-08-29,3.0
1165,其它,2015-08-30,5.0
1166,其它,2015-08-31,2.0
1167,其它,2015-09-01,3.0
1168,其它,2015-09-02,2.0
1169,其它,2015-09-03,6.0
1170,其它,2015-09-04,3.0
1171,其它,2015-09-05,2.0
1172,其它,2015-09-06,3.0
1173,其它,2015-09-07,2.0
1174,其它,2015-09-08,3.0
1175,其它,2015-09-09,3.0
1176,其它,2015-09-10,1.0
1177,其它,2015-09-11,2.0
1178,其它,2015-09-12,3.0
1179,其它,2015-09-14,5.0
1180,其它,2015-09-15,4.0
1181,其它,2015-09-16,6.0
1182,其它,2015-09-17,11.0
1183,其它,2015-09-18,20.0
1184,其它,2015-09-19,21.0
1185,其它,2015-09-20,29.0
1186,其它,2015-09-21,17.0
1187,其它,2015-09-22,11.0
1188,其它,2015-09-23,10.0
1189,其它,2015-09-24,13.0
1190,其它,2015-09-25,7.0
1191,其它,2015-09-26,19.0
1192,其它,2015-09-27,25.0
1193,其它,2015-09-28,8.0
1194,其它,2015-09-29,4.0
1195,其它,2015-09-30,13.0
1196,其它,2015-10-01,27.0
1197,其它,2015-10-02,16.0
1198,其它,2015-10-03,19.0
1199,其它,2015-10-04,11.0
1200,其它,2015-10-05,3.0
1201,其它,2015-10-06,20.0
1202,其它,2015-10-07,12.0
1203,其它,2015-10-08,6.0
1204,其它,2015-10-09,11.0
1205,其它,2015-10-10,14.0
1206,其它,2015-10-11,17.0
1207,其它,2015-10-12,16.0
1208,其它,2015-10-13,14.0
1209,其它,2015-10-14,12.0
1210,其它,2015-10-15,10.0
1211,其它,2015-10-16,9.0
1212,其它,2015-10-17,17.0
1213,其它,2015-10-18,24.0
1214,其它,2015-10-19,10.0
1215,其它,2015-10-20,12.0
1216,其它,2015-10-21,7.0
1217,其它,2015-10-22,6.0
1218,其它,2015-10-23,4.0
1219,其它,2015-10-24,12.0
1220,其它,2015-10-25,11.0
1221,其它,2015-10-26,10.0
1222,其它,2015-10-27,3.0
1223,其它,2015-10-28,2.0
1224,其它,2015-10-29,9.0
1225,其它,2015-10-30,23.0
1226,其它,2015-10-31,16.0
1227,其它,2015-11-01,32.0
1228,其它,2015-11-02,16.0
1229,其它,2015-11-03,14.0
1230,其它,2015-11-04,13.0
1231,其它,2015-11-05,19.0
1232,其它,2015-11-06,9.0
1233,其它,2015-11-07,9.0
1234,其它,2015-11-08,11.0
1235,其它,2015-11-09,11.0
1236,其它,2015-11-10,10.0
1237,其它,2015-11-11,14.0
1238,其它,2015-11-12,21.0
1239,其它,2015-11-13,18.0
1240,其它,2015-11-14,15.0
1241,其它,2015-11-15,21.0
1242,其它,2015-11-16,12.0
1243,其它,2015-11-17,10.0
1244,其它,2015-11-18,14.0
1245,其它,2015-11-19,10.0
1246,其它,2015-11-20,6.0
1247,其它,2015-11-21,27.0
1248,其它,2015-11-22,21.0
1249,其它,2015-11-23,14.0
1250,其它,2015-11-24,15.0
1251,其它,2015-11-25,12.0
1252,其它,2015-11-26,15.0
1253,其它,2015-11-27,11.0
1254,其它,2015-11-28,15.0
1255,其它,2015-11-29,12.0
1256,其它,2015-11-30,11.0
1257,其它,2015-12-01,15.0
1258,其它,2015-12-02,7.0
1259,其它,2015-12-03,9.0
1260,其它,2015-12-04,19.0
1261,其它,2015-12-05,6.0
1262,其它,2015-12-06,8.0
1263,其它,2015-12-07,3.0
1264,其它,2015-12-08,5.0
1265,其它,2015-12-09,2.0
1266,其它,2015-12-11,11.0
1267,其它,2015-12-12,12.0
1268,其它,2015-12-13,2.0
1269,其它,2015-12-14,10.0
1270,其它,2015-12-15,5.0
1271,其它,2015-12-16,13.0
1272,其它,2015-12-17,2.0
1273,其它,2015-12-18,3.0
1274,其它,2015-12-19,13.0
1275,其它,2015-12-20,5.0
1276,其它,2015-12-21,5.0
1277,其它,2015-12-22,2.0
1278,其它,2015-12-23,9.0
1279,其它,2015-12-24,4.0
1280,其它,2015-12-25,5.0
1281,其它,2015-12-26,6.0
1282,其它,2015-12-27,9.0
1283,其它,2015-12-28,5.0
1284,其它,2015-12-29,3.0
1285,其它,2015-12-30,5.0
1286,其它,2015-12-31,4.0
1287,内增高板鞋,2015-09-03,1.0
1288,内增高板鞋,2015-09-10,1.0
1289,内增高板鞋,2015-09-11,4.0
1290,内增高板鞋,2015-09-13,2.0
1291,内增高板鞋,2015-09-14,2.0
1292,内增高板鞋,2015-09-15,6.0
1293,内增高板鞋,2015-09-16,5.0
1294,内增高板鞋,2015-09-17,3.0
1295,内增高板鞋,2015-09-18,9.0
1296,内增高板鞋,2015-09-19,6.0
1297,内增高板鞋,2015-09-20,11.0
1298,内增高板鞋,2015-09-21,3.0
1299,内增高板鞋,2015-09-22,8.0
1300,内增高板鞋,2015-09-23,4.0
1301,内增高板鞋,2015-09-24,6.0
1302,内增高板鞋,2015-09-25,6.0
1303,内增高板鞋,2015-09-26,8.0
1304,内增高板鞋,2015-09-27,10.0
1305,内增高板鞋,2015-09-28,1.0
1306,内增高板鞋,2015-09-29,5.0
1307,内增高板鞋,2015-09-30,10.0
1308,内增高板鞋,2015-10-01,9.0
1309,内增高板鞋,2015-10-02,8.0
1310,内增高板鞋,2015-10-03,4.0
1311,内增高板鞋,2015-10-04,9.0
1312,内增高板鞋,2015-10-05,9.0
1313,内增高板鞋,2015-10-06,6.0
1314,内增高板鞋,2015-10-07,6.0
1315,内增高板鞋,2015-10-08,9.0
1316,内增高板鞋,2015-10-09,5.0
1317,内增高板鞋,2015-10-10,14.0
1318,内增高板鞋,2015-10-11,28.0
1319,内增高板鞋,2015-10-12,11.0
1320,内增高板鞋,2015-10-13,12.0
1321,内增高板鞋,2015-10-14,15.0
1322,内增高板鞋,2015-10-15,19.0
1323,内增高板鞋,2015-10-16,21.0
1324,内增高板鞋,2015-10-17,13.0
1325,内增高板鞋,2015-10-18,32.0
1326,内增高板鞋,2015-10-19,19.0
1327,内增高板鞋,2015-10-20,19.0
1328,内增高板鞋,2015-10-21,13.0
1329,内增高板鞋,2015-10-22,11.0
1330,内增高板鞋,2015-10-23,20.0
1331,内增高板鞋,2015-10-24,10.0
1332,内增高板鞋,2015-10-25,11.0
1333,内增高板鞋,2015-10-26,7.0
1334,内增高板鞋,2015-10-27,12.0
1335,内增高板鞋,2015-10-28,13.0
1336,内增高板鞋,2015-10-29,9.0
1337,内增高板鞋,2015-10-30,13.0
1338,内增高板鞋,2015-10-31,35.0
1339,内增高板鞋,2015-11-01,34.0
1340,内增高板鞋,2015-11-02,18.0
1341,内增高板鞋,2015-11-03,19.0
1342,内增高板鞋,2015-11-04,18.0
1343,内增高板鞋,2015-11-05,16.0
1344,内增高板鞋,2015-11-06,12.0
1345,内增高板鞋,2015-11-07,16.0
1346,内增高板鞋,2015-11-08,15.0
1347,内增高板鞋,2015-11-09,3.0
1348,内增高板鞋,2015-11-10,11.0
1349,内增高板鞋,2015-11-11,18.0
1350,内增高板鞋,2015-11-12,10.0
1351,内增高板鞋,2015-11-13,12.0
1352,内增高板鞋,2015-11-14,24.0
1353,内增高板鞋,2015-11-15,12.0
1354,内增高板鞋,2015-11-16,14.0
1355,内增高板鞋,2015-11-17,23.0
1356,内增高板鞋,2015-11-18,14.0
1357,内增高板鞋,2015-11-19,18.0
1358,内增高板鞋,2015-11-20,22.0
1359,内增高板鞋,2015-11-21,28.0
1360,内增高板鞋,2015-11-22,37.0
1361,内增高板鞋,2015-11-23,8.0
1362,内增高板鞋,2015-11-24,11.0
1363,内增高板鞋,2015-11-25,20.0
1364,内增高板鞋,2015-11-26,30.0
1365,内增高板鞋,2015-11-27,29.0
1366,内增高板鞋,2015-11-28,29.0
1367,内增高板鞋,2015-11-29,39.0
1368,内增高板鞋,2015-11-30,23.0
1369,内增高板鞋,2015-12-01,10.0
1370,内增高板鞋,2015-12-02,15.0
1371,内增高板鞋,2015-12-03,23.0
1372,内增高板鞋,2015-12-04,21.0
1373,内增高板鞋,2015-12-05,23.0
1374,内增高板鞋,2015-12-06,19.0
1375,内增高板鞋,2015-12-07,11.0
1376,内增高板鞋,2015-12-08,17.0
1377,内增高板鞋,2015-12-09,8.0
1378,内增高板鞋,2015-12-10,13.0
1379,内增高板鞋,2015-12-11,16.0
1380,内增高板鞋,2015-12-12,26.0
1381,内增高板鞋,2015-12-13,23.0
1382,内增高板鞋,2015-12-14,11.0
1383,内增高板鞋,2015-12-15,4.0
1384,内增高板鞋,2015-12-16,6.0
1385,内增高板鞋,2015-12-17,16.0
1386,内增高板鞋,2015-12-18,5.0
1387,内增高板鞋,2015-12-19,16.0
1388,内增高板鞋,2015-12-20,23.0
1389,内增高板鞋,2015-12-21,6.0
1390,内增高板鞋,2015-12-22,6.0
1391,内增高板鞋,2015-12-23,10.0
1392,内增高板鞋,2015-12-24,20.0
1393,内增高板鞋,2015-12-25,14.0
1394,内增高板鞋,2015-12-26,18.0
1395,内增高板鞋,2015-12-27,12.0
1396,内增高板鞋,2015-12-28,8.0
1397,内增高板鞋,2015-12-29,6.0
1398,内增高板鞋,2015-12-30,14.0
1399,内增高板鞋,2015-12-31,12.0
1400,内外增高运动鞋,2015-01-01,7.0
1401,内外增高运动鞋,2015-01-02,2.0
1402,内外增高运动鞋,2015-01-03,2.0
1403,内外增高运动鞋,2015-01-04,5.0
1404,内外增高运动鞋,2015-01-05,1.0
1405,内外增高运动鞋,2015-01-06,2.0
1406,内外增高运动鞋,2015-01-07,3.0
1407,内外增高运动鞋,2015-01-08,6.0
1408,内外增高运动鞋,2015-01-09,4.0
1409,内外增高运动鞋,2015-01-10,4.0
1410,内外增高运动鞋,2015-01-11,1.0
1411,内外增高运动鞋,2015-01-12,1.0
1412,内外增高运动鞋,2015-01-13,1.0
1413,内外增高运动鞋,2015-01-14,3.0
1414,内外增高运动鞋,2015-01-15,3.0
1415,内外增高运动鞋,2015-01-16,4.0
1416,内外增高运动鞋,2015-01-17,4.0
1417,内外增高运动鞋,2015-01-18,2.0
1418,内外增高运动鞋,2015-01-19,3.0
1419,内外增高运动鞋,2015-01-20,8.0
1420,内外增高运动鞋,2015-01-21,3.0
1421,内外增高运动鞋,2015-01-22,1.0
1422,内外增高运动鞋,2015-01-23,7.0
1423,内外增高运动鞋,2015-01-24,6.0
1424,内外增高运动鞋,2015-01-25,7.0
1425,内外增高运动鞋,2015-01-26,10.0
1426,内外增高运动鞋,2015-01-27,10.0
1427,内外增高运动鞋,2015-01-28,7.0
1428,内外增高运动鞋,2015-01-29,7.0
1429,内外增高运动鞋,2015-01-30,9.0
1430,内外增高运动鞋,2015-01-31,17.0
1431,内外增高运动鞋,2015-02-01,18.0
1432,内外增高运动鞋,2015-02-02,10.0
1433,内外增高运动鞋,2015-02-03,8.0
1434,内外增高运动鞋,2015-02-04,9.0
1435,内外增高运动鞋,2015-02-05,7.0
1436,内外增高运动鞋,2015-02-06,15.0
1437,内外增高运动鞋,2015-02-07,15.0
1438,内外增高运动鞋,2015-02-08,20.0
1439,内外增高运动鞋,2015-02-09,9.0
1440,内外增高运动鞋,2015-02-10,13.0
1441,内外增高运动鞋,2015-02-11,14.0
1442,内外增高运动鞋,2015-02-12,15.0
1443,内外增高运动鞋,2015-02-13,24.0
1444,内外增高运动鞋,2015-02-14,29.0
1445,内外增高运动鞋,2015-02-15,20.0
1446,内外增高运动鞋,2015-02-16,17.0
1447,内外增高运动鞋,2015-02-17,15.0
1448,内外增高运动鞋,2015-02-18,15.0
1449,内外增高运动鞋,2015-02-19,9.0
1450,内外增高运动鞋,2015-02-20,3.0
1451,内外增高运动鞋,2015-02-21,6.0
1452,内外增高运动鞋,2015-02-22,7.0
1453,内外增高运动鞋,2015-02-23,12.0
1454,内外增高运动鞋,2015-02-24,5.0
1455,内外增高运动鞋,2015-02-25,4.0
1456,内外增高运动鞋,2015-02-26,5.0
1457,内外增高运动鞋,2015-02-27,5.0
1458,内外增高运动鞋,2015-02-28,6.0
1459,内外增高运动鞋,2015-03-01,11.0
1460,内外增高运动鞋,2015-03-02,6.0
1461,内外增高运动鞋,2015-03-03,3.0
1462,内外增高运动鞋,2015-03-04,7.0
1463,内外增高运动鞋,2015-03-05,6.0
1464,内外增高运动鞋,2015-03-06,4.0
1465,内外增高运动鞋,2015-03-07,13.0
1466,内外增高运动鞋,2015-03-08,10.0
1467,内外增高运动鞋,2015-03-09,7.0
1468,内外增高运动鞋,2015-03-10,7.0
1469,内外增高运动鞋,2015-03-11,3.0
1470,内外增高运动鞋,2015-03-12,6.0
1471,内外增高运动鞋,2015-03-13,11.0
1472,内外增高运动鞋,2015-03-14,14.0
1473,内外增高运动鞋,2015-03-15,13.0
1474,内外增高运动鞋,2015-03-16,8.0
1475,内外增高运动鞋,2015-03-17,3.0
1476,内外增高运动鞋,2015-03-18,6.0
1477,内外增高运动鞋,2015-03-19,4.0
1478,内外增高运动鞋,2015-03-20,11.0
1479,内外增高运动鞋,2015-03-21,13.0
1480,内外增高运动鞋,2015-03-22,7.0
1481,内外增高运动鞋,2015-03-23,2.0
1482,内外增高运动鞋,2015-03-24,4.0
1483,内外增高运动鞋,2015-03-25,5.0
1484,内外增高运动鞋,2015-03-26,4.0
1485,内外增高运动鞋,2015-03-27,2.0
1486,内外增高运动鞋,2015-03-28,9.0
1487,内外增高运动鞋,2015-03-29,3.0
1488,内外增高运动鞋,2015-03-30,3.0
1489,内外增高运动鞋,2015-03-31,5.0
1490,内外增高运动鞋,2015-04-01,2.0
1491,内外增高运动鞋,2015-04-02,1.0
1492,内外增高运动鞋,2015-04-03,2.0
1493,内外增高运动鞋,2015-04-04,5.0
1494,内外增高运动鞋,2015-04-05,2.0
1495,内外增高运动鞋,2015-04-08,5.0
1496,内外增高运动鞋,2015-04-09,4.0
1497,内外增高运动鞋,2015-04-10,2.0
1498,内外增高运动鞋,2015-04-11,3.0
1499,内外增高运动鞋,2015-04-12,6.0
1500,内外增高运动鞋,2015-04-13,4.0
1501,内外增高运动鞋,2015-04-15,-2.0
1502,内外增高运动鞋,2015-04-16,1.0
1503,内外增高运动鞋,2015-04-18,1.0
1504,内外增高运动鞋,2015-04-21,1.0
1505,内外增高运动鞋,2015-04-24,2.0
1506,内外增高运动鞋,2015-04-25,1.0
1507,内外增高运动鞋,2015-04-26,1.0
1508,内外增高运动鞋,2015-05-01,1.0
1509,内外增高运动鞋,2015-05-08,1.0
1510,内外增高运动鞋,2015-05-20,1.0
1511,内外增高运动鞋,2015-05-22,2.0
1512,内外增高运动鞋,2015-05-27,1.0
1513,内外增高运动鞋,2015-05-28,1.0
1514,内外增高运动鞋,2015-06-02,-1.0
1515,内外增高运动鞋,2015-06-11,1.0
1516,内外增高运动鞋,2015-06-13,0.0
1517,内外增高运动鞋,2015-07-23,1.0
1518,内外增高运动鞋,2015-07-31,1.0
1519,内外增高运动鞋,2015-08-01,1.0
1520,内外增高运动鞋,2015-08-02,2.0
1521,内外增高运动鞋,2015-08-11,1.0
1522,内外增高运动鞋,2015-08-17,1.0
1523,内外增高运动鞋,2015-08-18,1.0
1524,内外增高运动鞋,2015-08-19,3.0
1525,内外增高运动鞋,2015-08-22,1.0
1526,内外增高运动鞋,2015-08-24,1.0
1527,内外增高运动鞋,2015-08-25,1.0
1528,内外增高运动鞋,2015-08-27,1.0
1529,内外增高运动鞋,2015-08-28,4.0
1530,内外增高运动鞋,2015-08-29,3.0
1531,内外增高运动鞋,2015-08-30,2.0
1532,内外增高运动鞋,2015-08-31,2.0
1533,内外增高运动鞋,2015-09-01,2.0
1534,内外增高运动鞋,2015-09-02,1.0
1535,内外增高运动鞋,2015-09-03,7.0
1536,内外增高运动鞋,2015-09-04,4.0
1537,内外增高运动鞋,2015-09-05,3.0
1538,内外增高运动鞋,2015-09-07,2.0
1539,内外增高运动鞋,2015-09-08,3.0
1540,内外增高运动鞋,2015-09-09,3.0
1541,内外增高运动鞋,2015-09-10,2.0
1542,内外增高运动鞋,2015-09-11,2.0
1543,内外增高运动鞋,2015-09-12,9.0
1544,内外增高运动鞋,2015-09-13,15.0
1545,内外增高运动鞋,2015-09-14,6.0
1546,内外增高运动鞋,2015-09-15,5.0
1547,内外增高运动鞋,2015-09-16,3.0
1548,内外增高运动鞋,2015-09-17,10.0
1549,内外增高运动鞋,2015-09-18,9.0
1550,内外增高运动鞋,2015-09-19,14.0
1551,内外增高运动鞋,2015-09-20,14.0
1552,内外增高运动鞋,2015-09-21,18.0
1553,内外增高运动鞋,2015-09-22,11.0
1554,内外增高运动鞋,2015-09-23,12.0
1555,内外增高运动鞋,2015-09-24,3.0
1556,内外增高运动鞋,2015-09-25,9.0
1557,内外增高运动鞋,2015-09-26,7.0
1558,内外增高运动鞋,2015-09-27,14.0
1559,内外增高运动鞋,2015-09-28,7.0
1560,内外增高运动鞋,2015-09-29,5.0
1561,内外增高运动鞋,2015-09-30,14.0
1562,内外增高运动鞋,2015-10-01,16.0
1563,内外增高运动鞋,2015-10-02,6.0
1564,内外增高运动鞋,2015-10-03,12.0
1565,内外增高运动鞋,2015-10-04,8.0
1566,内外增高运动鞋,2015-10-05,14.0
1567,内外增高运动鞋,2015-10-06,9.0
1568,内外增高运动鞋,2015-10-07,10.0
1569,内外增高运动鞋,2015-10-08,5.0
1570,内外增高运动鞋,2015-10-09,15.0
1571,内外增高运动鞋,2015-10-10,14.0
1572,内外增高运动鞋,2015-10-11,33.0
1573,内外增高运动鞋,2015-10-12,14.0
1574,内外增高运动鞋,2015-10-13,18.0
1575,内外增高运动鞋,2015-10-14,24.0
1576,内外增高运动鞋,2015-10-15,17.0
1577,内外增高运动鞋,2015-10-16,17.0
1578,内外增高运动鞋,2015-10-17,19.0
1579,内外增高运动鞋,2015-10-18,27.0
1580,内外增高运动鞋,2015-10-19,10.0
1581,内外增高运动鞋,2015-10-20,12.0
1582,内外增高运动鞋,2015-10-21,16.0
1583,内外增高运动鞋,2015-10-22,17.0
1584,内外增高运动鞋,2015-10-23,10.0
1585,内外增高运动鞋,2015-10-24,18.0
1586,内外增高运动鞋,2015-10-25,22.0
1587,内外增高运动鞋,2015-10-26,15.0
1588,内外增高运动鞋,2015-10-27,12.0
1589,内外增高运动鞋,2015-10-28,14.0
1590,内外增高运动鞋,2015-10-29,7.0
1591,内外增高运动鞋,2015-10-30,13.0
1592,内外增高运动鞋,2015-10-31,33.0
1593,内外增高运动鞋,2015-11-01,26.0
1594,内外增高运动鞋,2015-11-02,18.0
1595,内外增高运动鞋,2015-11-03,14.0
1596,内外增高运动鞋,2015-11-04,23.0
1597,内外增高运动鞋,2015-11-05,13.0
1598,内外增高运动鞋,2015-11-06,7.0
1599,内外增高运动鞋,2015-11-07,16.0
1600,内外增高运动鞋,2015-11-08,16.0
1601,内外增高运动鞋,2015-11-09,8.0
1602,内外增高运动鞋,2015-11-10,19.0
1603,内外增高运动鞋,2015-11-11,43.0
1604,内外增高运动鞋,2015-11-12,21.0
1605,内外增高运动鞋,2015-11-13,14.0
1606,内外增高运动鞋,2015-11-14,35.0
1607,内外增高运动鞋,2015-11-15,22.0
1608,内外增高运动鞋,2015-11-16,18.0
1609,内外增高运动鞋,2015-11-17,20.0
1610,内外增高运动鞋,2015-11-18,18.0
1611,内外增高运动鞋,2015-11-19,17.0
1612,内外增高运动鞋,2015-11-20,12.0
1613,内外增高运动鞋,2015-11-21,24.0
1614,内外增高运动鞋,2015-11-22,30.0
1615,内外增高运动鞋,2015-11-23,9.0
1616,内外增高运动鞋,2015-11-24,11.0
1617,内外增高运动鞋,2015-11-25,8.0
1618,内外增高运动鞋,2015-11-26,20.0
1619,内外增高运动鞋,2015-11-27,23.0
1620,内外增高运动鞋,2015-11-28,28.0
1621,内外增高运动鞋,2015-11-29,32.0
1622,内外增高运动鞋,2015-11-30,13.0
1623,内外增高运动鞋,2015-12-01,15.0
1624,内外增高运动鞋,2015-12-02,16.0
1625,内外增高运动鞋,2015-12-03,16.0
1626,内外增高运动鞋,2015-12-04,30.0
1627,内外增高运动鞋,2015-12-05,31.0
1628,内外增高运动鞋,2015-12-06,34.0
1629,内外增高运动鞋,2015-12-07,22.0
1630,内外增高运动鞋,2015-12-08,21.0
1631,内外增高运动鞋,2015-12-09,15.0
1632,内外增高运动鞋,2015-12-10,16.0
1633,内外增高运动鞋,2015-12-11,21.0
1634,内外增高运动鞋,2015-12-12,30.0
1635,内外增高运动鞋,2015-12-13,29.0
1636,内外增高运动鞋,2015-12-14,12.0
1637,内外增高运动鞋,2015-12-15,16.0
1638,内外增高运动鞋,2015-12-16,13.0
1639,内外增高运动鞋,2015-12-17,15.0
1640,内外增高运动鞋,2015-12-18,25.0
1641,内外增高运动鞋,2015-12-19,33.0
1642,内外增高运动鞋,2015-12-20,28.0
1643,内外增高运动鞋,2015-12-21,11.0
1644,内外增高运动鞋,2015-12-22,16.0
1645,内外增高运动鞋,2015-12-23,6.0
1646,内外增高运动鞋,2015-12-24,12.0
1647,内外增高运动鞋,2015-12-25,18.0
1648,内外增高运动鞋,2015-12-26,17.0
1649,内外增高运动鞋,2015-12-27,17.0
1650,内外增高运动鞋,2015-12-28,11.0
1651,内外增高运动鞋,2015-12-29,10.0
1652,内外增高运动鞋,2015-12-30,8.0
1653,内外增高运动鞋,2015-12-31,11.0
1654,厚底松糕鞋,2015-01-01,1.0
1655,厚底松糕鞋,2015-01-03,1.0
1656,厚底松糕鞋,2015-01-13,1.0
1657,厚底松糕鞋,2015-02-08,1.0
1658,厚底松糕鞋,2015-03-25,1.0
1659,厚底松糕鞋,2015-05-21,1.0
1660,厚底松糕鞋,2015-05-23,3.0
1661,厚底松糕鞋,2015-05-26,1.0
1662,厚底松糕鞋,2015-05-27,2.0
1663,厚底松糕鞋,2015-05-28,1.0
1664,厚底松糕鞋,2015-05-29,3.0
1665,厚底松糕鞋,2015-05-30,1.0
1666,厚底松糕鞋,2015-06-02,1.0
1667,厚底松糕鞋,2015-06-04,1.0
1668,厚底松糕鞋,2015-06-05,3.0
1669,厚底松糕鞋,2015-06-06,3.0
1670,厚底松糕鞋,2015-06-07,2.0
1671,厚底松糕鞋,2015-06-08,3.0
1672,厚底松糕鞋,2015-06-15,1.0
1673,厚底松糕鞋,2015-06-17,1.0
1674,厚底松糕鞋,2015-06-19,2.0
1675,厚底松糕鞋,2015-06-20,3.0
1676,厚底松糕鞋,2015-06-21,1.0
1677,厚底松糕鞋,2015-06-22,3.0
